,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
28838,0,15,40.66452,-73.9337,0,33,30,1,0.1,4,354
28839,2,44,40.70117,-73.90666,2,33,30,1,0.05,4,7
28840,1,71,40.75957,-73.98798,1,151,2,18,0.97,1,72
28841,0,21,40.69329,-73.91328,2,15,30,3,0.16,5,344
28842,0,21,40.68608,-73.91534,0,72,5,23,1.21,7,112
28843,1,1,40.74788,-73.98376,0,150,2,2,0.11,1,0
28844,0,36,40.68675,-73.9995,1,145,1,67,3.63,2,146
28845,0,21,40.70383,-73.92663,1,200,1,0,0.72,1,0
28846,0,6,40.68444,-73.91874,0,35,4,0,0.72,1,0
28847,0,6,40.68029,-73.94482,0,48,7,1,0.05,1,0
28848,0,21,40.69967,-73.9299,0,50,3,16,0.85,1,0
28849,4,144,40.86674,-73.89284,0,30,2,2,0.11,2,90
28850,1,8,40.79638,-73.96332,1,125,30,1,0.09,16,284
28851,2,87,40.73269,-73.8584,1,81,4,6,0.32,1,6
28852,1,19,40.72712,-73.98233,1,115,2,14,1.21,1,3
28853,1,1,40.76518,-73.98287,1,225,30,0,0.72,12,343
28854,1,43,40.71086,-74.00464,0,128,3,4,0.36,1,0
28855,1,7,40.7638,-73.9944,0,65,1,28,1.51,2,107
28856,0,29,40.6776,-73.96638,0,80,3,1,0.05,1,0
28857,1,4,40.79598,-73.94838,1,135,2,56,3.11,1,66
28858,1,27,40.72605,-74.00572,1,3000,7,1,1.0,1,325
28859,1,43,40.70333,-74.00959,1,240,10,10,0.54,2,216
28860,0,21,40.70185,-73.93119,0,50,2,0,0.72,1,0
28861,0,12,40.71291,-73.95959,0,100,3,3,0.16,1,0
28862,1,28,40.77383,-73.94903,1,150,60,5,0.31,13,155
28863,1,4,40.78714,-73.94114,0,65,2,6,0.37,1,0
28864,1,28,40.77466,-73.94748,1,150,30,5,0.29,13,140
28865,1,2,40.82025,-73.95206,1,180,3,5,0.26,1,0
28866,1,30,40.85521,-73.93528,0,50,4,21,1.15,1,34
28867,1,7,40.76405,-73.98877,1,329,7,1,0.06,3,89
28868,2,49,40.77216,-73.91252,0,138,30,0,0.72,5,234
28869,0,12,40.71227,-73.93683,0,54,2,4,0.22,1,0
28870,4,114,40.80726,-73.92999,0,50,2,4,0.21,1,0
28871,0,6,40.67933,-73.94472,1,63,30,4,0.26,6,281
28872,0,21,40.69367,-73.90756,1,150,2,41,2.78,3,0
28873,1,4,40.80279,-73.9445,0,43,1,13,0.72,2,6
28874,0,13,40.68855,-73.97883,1,145,5,6,0.32,1,0
28875,0,32,40.69491,-73.99355,1,160,3,0,0.72,1,0
28876,0,12,40.71353,-73.96216,0,60,2,1,0.05,1,0
28877,1,2,40.82592,-73.93911,0,85,2,15,0.82,1,75
28878,1,52,40.72847,-74.00068,1,149,14,8,0.42,1,38
28879,1,4,40.79428,-73.94433,0,69,1,145,7.64,1,4
28880,0,21,40.69728,-73.91387,0,40,5,0,0.72,1,0
28881,1,9,40.71703,-73.9923,1,400,3,0,0.72,1,0
28882,2,25,40.75447,-73.92887,0,150,2,17,0.92,2,72
28883,1,7,40.7625,-73.99778,1,350,2,3,0.18,1,0
28884,0,15,40.67423,-73.92913,0,90,3,16,0.87,1,0
28885,1,19,40.72486,-73.98241,1,140,30,4,0.22,1,190
28886,2,44,40.71261,-73.91429,0,80,2,39,2.08,1,68
28887,1,43,40.70875,-74.00183,0,129,30,32,1.73,1,0
28888,1,8,40.77428,-73.97893,1,60,3,11,0.59,1,0
28889,0,21,40.69546,-73.92741,1,110,4,5,0.27,1,0
28890,3,41,40.64497,-74.08456,0,75,2,10,0.53,2,207
28891,0,12,40.70429,-73.936,0,150,5,3,0.32,1,179
28892,0,6,40.68379,-73.92932,0,45,3,1,0.05,2,0
28893,0,24,40.65616,-73.95676,1,64,2,4,0.21,1,0
28894,2,56,40.76743,-73.92336,1,71,98,0,0.72,1,0
28895,1,8,40.78178,-73.97928,1,135,12,1,0.05,1,0
28896,0,12,40.71453,-73.96038,0,100,1,10,0.53,1,0
28897,1,51,40.76176,-73.94999,2,30,4,1,0.06,1,0
28898,0,123,40.67989,-74.00818,1,110,5,28,1.53,1,0
28899,1,28,40.78068,-73.94963,0,200,2,43,2.33,1,8
28900,1,45,40.81245,-73.95813,0,200,3,30,1.84,6,1
28901,0,54,40.65381,-73.94819,0,30,2,48,2.58,2,0
28902,1,30,40.84826,-73.94131,0,65,1,6,0.33,1,0
28903,0,6,40.68206,-73.94417,1,100,1,25,1.35,1,108
28904,1,60,40.71107,-73.99605,1,109,3,27,1.46,1,0
28905,0,13,40.68528,-73.96947,0,71,1,0,0.72,1,0
28906,0,21,40.68847,-73.913,0,70,1,3,0.16,2,0
28907,1,53,40.71909,-73.99731,0,70,5,3,0.17,2,42
28908,1,2,40.81318,-73.94508,0,85,3,0,0.72,2,0
28909,1,45,40.8112,-73.95967,0,100,3,42,2.43,6,0
28910,2,63,40.72761,-73.84109,0,83,1,25,1.35,2,361
28911,0,70,40.67077,-73.87564,1,169,2,23,1.36,1,196
28912,2,81,40.74059,-73.86866,0,50,2,2,0.11,1,365
28913,0,21,40.70208,-73.93259,0,55,1,19,1.03,2,74
28914,0,6,40.69049,-73.93262,0,65,2,23,1.25,4,319
28915,1,4,40.79576,-73.93735,1,110,1,69,3.64,3,9
28916,1,14,40.74247,-74.00234,1,285,3,1,0.05,1,0
28917,1,7,40.76284,-73.99034,1,180,3,33,1.79,2,0
28918,1,2,40.83034,-73.94017,0,69,1,55,2.91,3,0
28919,1,1,40.74197,-73.98328,1,199,30,1,0.08,4,177
28920,0,22,40.65099,-73.95596,1,95,2,90,4.79,1,73
28921,0,12,40.71304,-73.96252,1,140,5,0,0.72,1,0
28922,1,19,40.72923,-73.98251,0,99,1,1,0.05,1,0
28923,2,37,40.76475,-73.83,0,79,2,14,1.71,4,320
28924,1,7,40.76565,-73.98708,1,225,1,41,2.2,1,11
28925,0,12,40.71967,-73.9643,1,149,9,13,0.86,1,29
28926,0,12,40.7052,-73.94397,0,60,2,1,0.06,1,0
28927,0,12,40.71153,-73.95743,0,85,1,13,0.73,3,11
28928,1,2,40.81529,-73.94367,1,130,1,77,4.16,1,21
28929,0,6,40.68644,-73.93967,1,150,1,50,2.96,1,335
28930,2,126,40.72575,-73.89456,0,75,1,4,0.22,1,0
28931,1,9,40.71532,-73.99903,1,150,7,2,0.11,1,0
28932,2,44,40.70188,-73.90429,0,60,7,2,0.11,2,0
28933,1,2,40.82258,-73.95368,0,80,4,68,3.65,2,102
28934,1,68,40.73445,-73.98423,1,220,3,12,0.81,1,0
28935,1,2,40.82392,-73.94537,1,129,5,0,0.72,1,0
28936,1,28,40.7771,-73.9502,1,245,31,4,0.29,33,342
28937,1,28,40.78208,-73.959,1,500,19,0,0.72,1,0
28938,1,28,40.77746,-73.95043,1,135,31,2,0.11,33,338
28939,0,16,40.6718,-73.98251,0,190,2,57,3.08,1,354
28940,0,147,40.66116,-73.90305,1,100,4,29,1.57,1,281
28941,1,19,40.72454,-73.97573,0,80,3,2,0.11,1,0
28942,0,73,40.60583,-73.95165,1,200,3,4,0.26,1,0
28943,1,19,40.72504,-73.98327,1,150,12,17,0.9,1,0
28944,2,49,40.77714,-73.91071,1,120,2,81,4.31,1,27
28945,1,14,40.75081,-74.00396,0,2010,1,0,0.72,6,364
28946,1,14,40.74913,-74.00373,0,3210,1,0,0.72,6,364
28947,1,14,40.74888,-74.00481,1,4160,1,0,0.72,6,364
28948,0,12,40.71558,-73.94801,1,117,2,1,0.05,1,0
28949,0,36,40.68696,-73.99955,1,125,1,68,3.65,2,142
28950,0,29,40.67764,-73.96632,0,70,5,18,0.98,1,8
28951,0,12,40.71796,-73.95522,0,75,2,0,0.72,1,0
28952,1,28,40.76683,-73.96867,1,1046,1,10,0.54,1,365
28953,0,12,40.71092,-73.94765,0,60,4,0,0.72,1,0
28954,1,14,40.74696,-73.99556,1,152,1,4,0.21,1,0
28955,0,24,40.66255,-73.94676,1,65,1,57,3.07,2,53
28956,0,20,40.72857,-73.95688,0,195,2,72,3.93,2,165
28957,1,45,40.80751,-73.95745,0,70,2,0,0.72,1,0
28958,0,12,40.70781,-73.94479,1,225,2,57,3.08,1,59
28959,0,13,40.68522,-73.97115,0,57,28,2,0.11,2,77
28960,2,25,40.74801,-73.95032,1,160,2,2,0.11,1,0
28961,1,27,40.72516,-74.00242,1,200,3,0,0.72,1,0
28962,0,21,40.70398,-73.92403,0,29,2,7,0.38,1,0
28963,4,141,40.87504,-73.88476,0,200,3,0,0.72,1,83
28964,0,6,40.68156,-73.92036,1,149,2,70,4.48,1,309
28965,0,6,40.68891,-73.9548,0,45,5,0,0.72,2,0
28966,0,21,40.69914,-73.93394,0,45,1,1,0.05,2,0
28967,1,7,40.75547,-73.99513,1,162,3,9,0.49,1,0
28968,0,21,40.69613,-73.93264,1,50,5,2,0.11,1,0
28969,1,8,40.77654,-73.97694,1,400,1,0,0.72,1,0
28970,2,103,40.75689,-73.89763,1,110,1,3,0.16,1,0
28971,1,68,40.73419,-73.98132,1,90,2,3,0.17,1,0
28972,0,6,40.68029,-73.94693,1,38,4,5,0.27,1,0
28973,0,67,40.58486,-73.99004,1,59,2,42,2.33,1,35
28974,1,2,40.80379,-73.95257,1,105,3,4,0.21,1,0
28975,1,28,40.76327,-73.96197,1,210,1,1,0.05,1,0
28976,1,28,40.77627,-73.95124,1,150,3,0,0.72,1,0
28977,0,12,40.70689,-73.9506,0,250,1,8,0.43,1,0
28978,1,4,40.7976,-73.93388,1,170,2,0,0.72,1,0
28979,0,3,40.68585,-73.96461,1,115,2,0,0.72,1,0
28980,1,28,40.77835,-73.94756,1,150,2,1,0.05,1,0
28981,2,87,40.72946,-73.86277,0,100,1,0,0.72,1,83
28982,1,19,40.72299,-73.97809,2,42,2,37,3.02,1,1
28983,2,103,40.76314,-73.88619,1,125,1,77,4.5,1,348
28984,2,56,40.76797,-73.92807,0,50,3,0,0.72,1,0
28985,1,43,40.70711,-74.01526,0,130,1,0,0.72,2,0
28986,2,56,40.75824,-73.92822,1,100,4,0,0.72,1,0
28987,0,6,40.69131,-73.95666,0,59,4,53,2.88,1,39
28988,1,19,40.72515,-73.98422,1,199,7,13,0.82,1,349
28989,1,14,40.75071,-74.00247,0,84,2,119,6.44,1,20
28990,1,11,40.74,-74.0079,1,80,60,1,0.05,1,0
28991,1,64,40.72347,-73.99302,0,70,2,2,0.11,1,0
28992,0,15,40.67546,-73.93171,1,90,2,15,0.84,1,0
28993,1,30,40.84385,-73.94324,1,75,20,0,0.72,1,0
28994,1,19,40.72677,-73.98267,1,150,5,1,0.05,1,0
28995,1,7,40.76684,-73.98539,0,87,1,2,0.13,1,0
28996,1,26,40.74435,-73.98097,1,140,4,1,0.05,1,0
28997,2,49,40.77626,-73.92462,0,49,7,10,0.55,1,0
28998,2,83,40.75439,-73.89532,1,105,1,64,3.6,1,314
28999,0,6,40.68345,-73.95078,1,60,4,1,0.05,1,0
29000,1,4,40.79733,-73.93695,0,75,2,0,0.72,1,0
29001,1,7,40.76384,-73.99309,0,65,1,4,0.94,2,153
29002,0,12,40.72021,-73.95695,1,150,4,14,0.77,1,0
29003,0,12,40.71787,-73.9587,1,125,3,17,1.1,1,14
29004,1,9,40.71623,-73.99521,0,41,15,3,0.16,1,0
29005,0,21,40.69348,-73.92497,0,100,2,0,0.72,1,89
29006,1,68,40.73509,-73.98637,1,249,3,8,0.48,1,175
29007,1,8,40.78012,-73.97874,1,250,2,0,0.72,1,0
29008,2,103,40.75966,-73.88295,0,45,1,140,7.47,2,81
29009,1,2,40.8041,-73.95252,0,150,1,28,1.49,1,68
29010,0,6,40.68195,-73.92113,0,40,3,0,0.72,1,0
29011,0,12,40.71214,-73.94204,1,170,2,1,0.05,1,0
29012,1,77,40.72345,-74.01001,1,299,4,3,0.16,1,0
29013,0,6,40.68556,-73.95417,0,55,3,15,0.81,1,66
29014,2,126,40.73449,-73.89227,0,45,5,12,0.99,3,320
29015,0,21,40.68116,-73.90502,0,49,1,26,1.41,3,115
29016,2,31,40.75541,-73.90272,0,475,1,7,0.37,2,0
29017,1,2,40.81688,-73.94132,0,34,1,1,0.05,1,0
29018,0,24,40.66057,-73.94373,1,129,2,3,0.16,1,0
29019,1,2,40.81991,-73.95248,0,75,1,4,0.22,1,0
29020,0,20,40.72264,-73.9437,0,95,3,2,0.11,1,23
29021,1,7,40.76258,-73.9887,1,180,4,48,2.58,1,61
29022,0,12,40.71127,-73.95898,0,100,3,10,0.55,2,0
29023,1,11,40.7375,-74.00493,1,220,2,0,0.72,1,0
29024,1,14,40.75271,-73.99573,1,205,3,0,0.72,1,0
29025,0,20,40.7257,-73.95553,0,100,1,5,0.27,2,163
29026,0,36,40.68669,-73.99909,1,112,1,62,3.33,1,151
29027,4,99,40.82441,-73.90361,0,125,1,25,1.34,2,0
29028,0,3,40.69573,-73.96744,1,102,13,6,0.33,1,0
29029,0,12,40.70232,-73.94587,0,40,10,0,0.72,3,0
29030,0,6,40.69157,-73.95522,0,65,2,40,2.2,1,0
29031,1,4,40.81038,-73.93809,1,100,3,3,0.16,1,0
29032,2,39,40.74632,-73.91299,1,80,1,3,0.21,1,1
29033,1,28,40.77604,-73.951,1,200,2,8,0.5,2,3
29034,1,26,40.74404,-73.97887,1,100,30,6,0.45,2,271
29035,1,19,40.72813,-73.98132,1,175,2,0,0.72,1,0
29036,1,2,40.83034,-73.94787,1,115,1,0,0.72,1,0
29037,0,21,40.68731,-73.91669,0,45,3,10,0.9,10,322
29038,1,7,40.75895,-73.99502,1,70,7,0,0.72,1,0
29039,0,3,40.68232,-73.96043,2,50,4,15,0.81,2,0
29040,0,21,40.68683,-73.91692,0,60,2,41,2.46,10,362
29041,1,2,40.80966,-73.95299,0,90,1,1,0.05,2,0
29042,0,21,40.69854,-73.9235,1,110,5,3,0.17,1,0
29043,1,19,40.7226,-73.97591,0,65,7,9,0.71,1,144
29044,0,12,40.70683,-73.94323,0,70,30,0,0.72,1,0
29045,0,21,40.68804,-73.91493,0,75,2,46,2.65,10,360
29046,0,21,40.68822,-73.91639,0,64,2,46,2.67,10,352
29047,0,54,40.65145,-73.94553,1,120,2,83,4.43,1,346
29048,1,19,40.72582,-73.97558,0,95,2,13,0.7,1,0
29049,0,21,40.68666,-73.91466,0,67,2,27,1.55,10,359
29050,1,28,40.77817,-73.95096,0,60,2,2,0.3,1,0
29051,1,28,40.774,-73.94932,1,150,30,3,0.25,13,147
29052,0,147,40.65948,-73.90084,1,175,3,56,3.0,2,288
29053,1,26,40.74505,-73.97867,1,220,5,1,0.05,1,0
29054,1,1,40.76548,-73.98035,1,365,1,13,0.71,5,65
29055,0,12,40.71638,-73.93988,1,325,30,0,0.72,1,179
29056,2,46,40.68804,-73.80564,0,59,1,21,1.53,3,348
29057,0,20,40.73322,-73.95177,0,121,1,8,0.44,2,91
29058,2,49,40.77352,-73.91593,0,50,3,0,0.72,1,0
29059,0,15,40.67767,-73.95764,0,32,1,1,0.06,1,0
29060,0,22,40.649,-73.95248,0,49,2,0,0.72,1,0
29061,2,49,40.77233,-73.91251,0,50,2,38,2.04,5,301
29062,2,152,40.66566,-73.76002,1,95,2,44,2.53,1,190
29063,0,24,40.66316,-73.95326,0,75,2,61,3.26,3,265
29064,1,2,40.81379,-73.95233,0,1000,11,0,0.72,1,0
29065,1,52,40.72941,-74.00004,1,191,3,1,0.05,1,0
29066,0,20,40.72529,-73.95595,0,125,3,9,0.49,1,0
29067,0,12,40.71136,-73.94527,0,55,14,5,0.27,1,90
29068,0,6,40.69454,-73.94895,1,110,4,40,2.37,1,50
29069,0,12,40.70192,-73.94169,1,250,1,95,5.04,1,79
29070,0,82,40.57991,-73.95657,0,85,60,0,0.72,1,358
29071,0,21,40.69112,-73.904,0,45,5,2,0.12,1,0
29072,1,71,40.75829,-73.98833,0,150,1,0,0.72,1,0
29073,0,20,40.72288,-73.9514,1,125,21,24,1.3,1,264
29074,1,23,40.72002,-73.98893,1,185,2,92,4.88,1,120
29075,0,6,40.69104,-73.92886,1,104,2,31,1.69,1,166
29076,0,21,40.7032,-73.92703,0,45,2,8,0.43,1,0
29077,2,56,40.75596,-73.92798,1,135,2,44,2.37,1,83
29078,0,6,40.68772,-73.94094,0,55,2,5,0.27,2,0
29079,2,46,40.68695,-73.8045,0,79,1,61,3.3,3,151
29080,2,44,40.70615,-73.90367,2,27,31,5,0.27,4,6
29081,2,31,40.74416,-73.91137,0,75,1,37,2.09,3,344
29082,0,12,40.7078,-73.94619,1,135,1,24,1.42,2,36
29083,1,14,40.74093,-74.00285,1,110,2,1,0.05,1,0
29084,0,3,40.68245,-73.96321,1,200,1,39,2.44,2,362
29085,1,18,40.86318,-73.9221,0,50,4,0,0.72,1,0
29086,1,2,40.7987,-73.9531,0,60,4,1,0.15,1,0
29087,1,14,40.74761,-74.00584,1,175,5,3,0.16,1,0
29088,1,27,40.72547,-74.0021,1,190,1,94,5.18,1,187
29089,1,1,40.75498,-73.9903,1,100,1,0,0.72,1,0
29090,1,5,40.74979,-73.97551,1,111,30,1,0.32,50,317
29091,1,9,40.71835,-73.99641,0,130,2,2,0.13,2,0
29092,1,43,40.70521,-74.00678,0,100,1,0,0.72,1,0
29093,1,2,40.82592,-73.94629,0,44,2,1,0.05,2,0
29094,1,11,40.73638,-73.99763,0,100,1,0,0.72,1,0
29095,0,21,40.69492,-73.91826,1,70,1,2,0.11,1,0
29096,1,7,40.75858,-73.99227,0,140,4,24,1.3,4,355
29097,0,113,40.68962,-73.98489,1,80,4,87,4.71,1,4
29098,0,12,40.71845,-73.95533,1,179,2,13,0.71,1,35
29099,1,30,40.84849,-73.93107,0,47,2,3,0.17,1,0
29100,1,27,40.72783,-74.004,1,160,7,1,0.06,1,0
29101,0,12,40.70954,-73.95922,0,80,1,0,0.72,1,0
29102,1,28,40.77795,-73.94653,1,110,3,30,1.62,1,265
29103,0,21,40.68853,-73.91765,1,250,1,103,5.5,4,69
29104,1,8,40.78242,-73.98381,1,400,3,32,1.88,1,69
29105,0,12,40.71251,-73.94148,0,70,1,1,0.05,1,0
29106,1,52,40.73008,-74.00123,1,225,7,0,0.72,1,0
29107,0,79,40.66316,-73.99643,0,80,1,0,0.72,3,0
29108,0,79,40.66182,-73.99794,1,350,1,2,0.11,3,0
29109,1,1,40.76595,-73.98169,1,190,1,0,0.72,2,0
29110,1,7,40.76282,-73.99184,1,275,180,5,0.27,2,364
29111,1,18,40.86232,-73.93004,1,90,4,18,0.98,1,0
29112,1,14,40.74826,-73.98928,1,159,4,3,0.16,1,0
29113,0,70,40.656,-73.89719,1,80,1,139,7.65,1,77
29114,0,6,40.69671,-73.94896,0,45,1,1,0.05,1,0
29115,1,19,40.72318,-73.98342,0,65,1,1,0.05,2,0
29116,0,12,40.70803,-73.94255,1,118,3,3,1.32,1,249
29117,2,121,40.70037,-73.89344,1,60,2,34,1.89,2,117
29118,2,46,40.68922,-73.78684,1,57,1,91,5.04,2,57
29119,0,6,40.69512,-73.93705,2,32,30,2,0.15,1,0
29120,0,21,40.69208,-73.90452,2,29,30,1,0.14,8,334
29121,0,21,40.70086,-73.93423,0,44,1,0,0.72,2,0
29122,0,21,40.69417,-73.91237,0,35,3,0,0.72,1,0
29123,0,6,40.68995,-73.95167,1,126,1,9,0.49,1,0
29124,0,13,40.69064,-73.97898,1,200,5,0,0.72,1,0
29125,1,2,40.81245,-73.95131,0,120,1,69,3.73,1,277
29126,0,22,40.63547,-73.9632,1,64,30,2,0.15,1,268
29127,1,2,40.80106,-73.95905,0,78,2,36,1.94,1,0
29128,1,43,40.70637,-74.00941,1,271,30,1,0.09,232,310
29129,0,12,40.71208,-73.95566,0,78,4,4,0.22,3,0
29130,0,15,40.66475,-73.93564,1,65,15,0,0.72,1,0
29131,0,6,40.69857,-73.9439,0,38,1,2,0.11,1,0
29132,0,96,40.6827,-74.00265,1,140,3,10,0.54,1,0
29133,4,141,40.87446,-73.87453,0,187,3,4,0.22,1,76
29134,0,15,40.66602,-73.94612,1,300,4,28,1.52,1,179
29135,1,7,40.7661,-73.99447,0,100,3,22,1.2,1,13
29136,0,35,40.62906,-73.92938,1,117,1,24,1.3,1,328
29137,0,12,40.7203,-73.95739,1,500,1,0,0.72,1,0
29138,1,1,40.74816,-73.98676,1,158,7,2,0.12,2,0
29139,1,8,40.77769,-73.97953,0,61,10,0,0.72,1,0
29140,0,15,40.67739,-73.95561,0,60,1,2,0.11,2,0
29141,0,6,40.68576,-73.91719,1,95,1,35,2.04,1,28
29142,0,12,40.71339,-73.93896,1,160,2,34,1.84,3,272
29143,0,79,40.64339,-74.02191,1,109,3,34,1.85,1,156
29144,1,1,40.75349,-73.96545,0,160,2,107,5.73,1,49
29145,1,71,40.75462,-73.9864,1,330,2,9,0.48,1,5
29146,2,37,40.75837,-73.82268,0,50,1,2,0.11,2,0
29147,2,25,40.75673,-73.93609,0,50,1,10,0.53,1,211
29148,0,6,40.69178,-73.9369,0,23,3,2,0.11,1,0
29149,0,15,40.66921,-73.92624,0,68,6,48,2.59,1,0
29150,2,49,40.76826,-73.89391,0,36,1,5,0.27,2,250
29151,1,11,40.73061,-74.00325,1,190,6,2,0.12,1,0
29152,0,12,40.71908,-73.96442,0,140,3,19,1.03,2,79
29153,1,1,40.75225,-73.97067,0,185,3,5,0.27,1,8
29154,1,18,40.86489,-73.92902,0,50,3,4,0.66,1,31
29155,0,22,40.65278,-73.95392,0,45,3,13,0.7,5,76
29156,0,21,40.69967,-73.92096,0,35,1,8,0.44,1,76
29157,1,7,40.76402,-73.98909,1,110,2,67,3.93,1,67
29158,4,72,40.83373,-73.91147,1,140,1,106,5.7,1,310
29159,0,3,40.68321,-73.96076,1,120,1,1,0.05,1,57
29160,0,21,40.68481,-73.90713,1,125,3,27,2.77,1,41
29161,0,12,40.71879,-73.9402,0,50,9,0,0.72,1,0
29162,1,4,40.79081,-73.94946,1,130,4,0,0.72,1,0
29163,1,28,40.76944,-73.95252,1,150,2,0,0.72,1,0
29164,2,39,40.73874,-73.92961,0,68,2,50,2.84,2,51
29165,1,7,40.76825,-73.99107,1,199,3,12,0.65,2,17
29166,1,14,40.74312,-73.99953,1,450,3,12,0.65,1,83
29167,2,39,40.7387,-73.9283,0,76,2,53,3.15,2,76
29168,1,26,40.74351,-73.97857,2,39,1,4,0.49,3,324
29169,0,21,40.69523,-73.90871,0,48,2,28,1.51,1,3
29170,1,8,40.77506,-73.98162,1,70,15,0,0.72,1,0
29171,0,12,40.71805,-73.9584,1,175,3,12,0.85,1,0
29172,0,12,40.70912,-73.94813,1,120,6,1,0.16,2,0
29173,1,1,40.74989,-73.98231,0,100,3,31,1.8,1,0
29174,0,21,40.69853,-73.92919,0,50,2,2,0.11,1,0
29175,1,2,40.81455,-73.95122,0,90,3,1,0.07,1,0
29176,1,2,40.82032,-73.95465,2,37,20,0,0.72,1,0
29177,2,124,40.68985,-73.82003,0,40,3,7,0.38,5,313
29178,4,99,40.823,-73.90859,1,60,1,104,5.61,1,365
29179,0,33,40.68105,-73.99267,0,53,1,20,1.29,4,151
29180,0,33,40.68168,-73.99291,0,120,1,16,1.05,4,150
29181,2,49,40.77537,-73.90279,1,150,3,49,2.74,1,324
29182,1,23,40.71975,-73.98975,1,115,2,1,0.05,1,0
29183,0,33,40.68243,-73.99334,0,59,1,20,1.23,4,132
29184,0,70,40.6762,-73.87936,1,99,3,66,3.55,1,254
29185,1,28,40.77641,-73.94616,1,89,2,1,0.06,1,0
29186,1,51,40.76184,-73.94848,0,47,1,2,0.11,1,0
29187,0,3,40.68933,-73.96879,1,149,29,24,1.42,1,3
29188,1,2,40.8227,-73.94014,0,159,4,42,2.46,1,242
29189,1,2,40.81911,-73.93794,1,90,2,38,2.05,1,25
29190,1,7,40.75692,-73.9979,0,80,2,7,0.38,3,0
29191,2,37,40.75855,-73.82208,0,50,1,16,0.85,2,1
29192,1,30,40.85783,-73.93117,0,60,3,10,0.54,1,0
29193,1,102,40.71194,-74.00704,1,240,4,0,0.72,1,0
29194,2,49,40.77611,-73.91481,0,37,1,14,0.83,5,310
29195,0,90,40.63971,-74.03089,0,58,1,1,0.05,1,0
29196,0,22,40.63578,-73.95684,0,70,3,5,0.51,1,0
29197,0,34,40.68192,-73.98176,1,280,2,7,0.38,1,0
29198,0,21,40.68684,-73.91001,0,35,1,0,0.72,1,0
29199,0,34,40.67023,-73.99235,1,349,2,19,1.03,4,363
29200,1,2,40.80815,-73.95399,1,120,3,20,4.96,1,55
29201,0,21,40.70167,-73.93075,0,40,1,1,0.05,1,0
29202,1,1,40.74374,-73.98541,1,450,4,0,0.72,1,0
29203,1,28,40.76072,-73.96272,1,250,2,1,0.05,1,0
29204,0,20,40.7233,-73.94065,0,80,2,5,0.27,2,0
29205,0,12,40.71233,-73.94118,0,80,1,31,1.67,1,13
29206,1,7,40.75857,-73.99189,1,300,3,6,0.32,1,0
29207,2,56,40.76581,-73.92518,2,40,30,2,0.11,1,0
29208,1,60,40.71291,-73.99463,0,119,3,42,2.26,1,54
29209,1,2,40.80116,-73.95287,0,110,1,5,0.27,1,0
29210,0,15,40.67719,-73.95471,1,110,4,15,0.83,1,13
29211,1,77,40.72052,-74.00365,1,499,14,23,1.27,4,1
29212,2,25,40.75469,-73.92822,0,99,1,23,1.25,2,93
29213,1,77,40.71912,-74.0038,1,499,14,14,0.78,4,298
29214,3,207,40.61422,-74.13167,0,40,2,17,0.92,1,36
29215,0,12,40.70514,-73.94418,0,50,4,2,0.11,1,0
29216,2,49,40.77692,-73.92385,1,130,1,93,5.01,2,279
29217,2,25,40.74804,-73.94172,1,175,2,8,0.56,1,0
29218,2,25,40.74832,-73.94197,0,60,1,4,0.22,1,0
29219,2,56,40.76903,-73.91895,0,60,1,26,1.41,5,173
29220,1,19,40.73277,-73.98716,0,92,3,104,5.67,2,25
29221,0,123,40.67981,-74.00446,2,30,1,1,0.05,1,0
29222,1,50,40.74077,-73.98718,0,129,1,47,2.8,3,364
29223,0,6,40.69455,-73.93445,0,34,4,35,2.36,2,5
29224,1,4,40.79202,-73.93999,0,95,2,8,0.44,1,146
29225,0,21,40.70189,-73.91984,0,125,1,3,0.16,1,4
29226,1,2,40.8229,-73.93925,0,65,1,14,0.76,2,180
29227,2,44,40.69741,-73.89895,0,38,4,0,0.72,1,0
29228,1,11,40.73248,-74.00053,1,225,1,29,1.72,1,14
29229,1,9,40.71626,-73.99224,0,68,1,7,0.39,1,54
29230,0,21,40.69,-73.91885,1,65,2,1,0.05,1,0
29231,1,2,40.80638,-73.94415,1,180,3,29,1.79,2,235
29232,2,56,40.76895,-73.92489,0,110,1,1,0.05,1,0
29233,0,15,40.6781,-73.95487,0,150,1,3,0.16,2,0
29234,0,15,40.67064,-73.95714,0,32,1,0,0.72,1,0
29235,0,3,40.68299,-73.96258,1,108,29,5,0.31,1,98
29236,1,2,40.82375,-73.95379,0,68,2,28,1.75,2,53
29237,1,7,40.76075,-73.99837,1,1500,30,0,0.72,1,87
29238,1,8,40.77213,-73.98665,1,10000,30,0,0.72,1,83
29239,0,12,40.71479,-73.93961,0,75,2,0,0.72,1,0
29240,0,12,40.7089,-73.95632,1,150,2,9,0.56,1,0
29241,1,19,40.72555,-73.98247,1,165,2,2,0.11,1,0
29242,1,19,40.72167,-73.98066,0,125,1,3,0.38,1,365
29243,1,5,40.74934,-73.9781,1,150,30,2,0.87,91,251
29244,0,15,40.67542,-73.94799,1,60,3,9,0.51,1,0
29245,0,100,40.63409,-73.89383,0,27,1,0,0.72,1,0
29246,0,12,40.72064,-73.96022,0,50,2,55,2.97,4,281
